Dni_Aseg_Anonymized;Asegurado_Id_Anonymized;Poliza_Certificado_Id_Anonymized;Numero_Poliza_Anonymized;Placa_Vehiculo_Anonymized;Edad_Cliente;segmento_edad;Sexo_Cd;Estado_Civil_Desc;Ciudad_Cliente;Departamento_Cliente;Sector_Economico_Cliente;Rango_Ingresos_Cliente;Antiguedad_Cliente_En_CanalDD_Anios;Num_Total_Polizas_Cliente_CanalDD;Fecha_Inicio_Primera_Vigencia;Fecha_Fin_Efectiva_Poliza;Vigencia_Total_Poliza_Meses;Subproducto_Desc;Forma_Pago_Desc;Valor_Accesorios_Certificado;Ultima_Prima_Anualizada_Cert;Clase_Vehiculo_Tarifa;Marca_Vehiculo_Calculada;Linea_Vehiculo_Calculada;Modelo_Vehiculo;Gama_Alta_Calculada;Valor_Comercial_Vehiculo;Valor_Accesorios_Vehiculo_Sia;Valor_Accesorio_Especial_Veh;Ciudad_Ubicacion_Vehiculo;Departamento_Ubicacion_Vehiculo;Tipo_Servicio_Vehiculo_Desc;Prima_Total_Devengada_Certificado;Siniestros_Total_Incurridos_Certificado;Margen_Tecnico_Total_Certificado;Num_Total_Asistencias_Certificado;Costo_Total_Asistencias_Certificado;Margen_Bruto_Total_Certificado;Cliente_Tiene_Soat_Activo;Cliente_Tiene_Hogar_Activo;Cliente_Tiene_MasVida_Activo;Cliente_Tiene_Salud_Activo;Cliente_Tiene_Vida_Activo;Nombre_Agente_Anonymized
93-22-82-A8;AA-28-03-2B;D7-A8-5C-EC;E7-92-59-28;5B-7D-00-20;29;Joven;F;Sin Informacion;FLORIDA;VALLE DEL CAUCA;EDUCACION;Sin Informacion;0,21;2;21/02/2025;21/02/2026;12;PLAN MOTOS;Semestral;0;664.955,00;MOTO 0- 125 CC;YAMAHA;CRYPTON;2.024;NO;7.000.000,00;?;0;CALI;VALLE DEL CAUCA;Particular;106.338,01;0;106.338,01;0;0;106.338,01;0;0;0;0;0;1D-A0-23-D2
43-12-9F-61;F3-F4-F5-5C;1F-FB-06-9D;2B-41-AE-CB;B6-EB-17-75;63;Adulto;M;Sin Informacion;TULUA;VALLE DEL CAUCA;Sin Información;Sin Informacion;1,61;1;29/09/2023;29/09/2025;24;PLAN AUTO CLASICO;Trimestral;0;3.821.929,00;AUTOMOVILES;KIA;OTRAS;2.024;NO;58.000.000,00;?;0;GUADALAJARA DE BUGA;VALLE DEL CAUCA;Particular;5.879.641,12;0;5.879.641,12;0;0;5.879.641,12;0;0;0;0;1;1D-A0-23-D2
CE-FA-1E-8B;21-0E-A8-E9;E9-98-7E-14;29-84-8A-E5;40-4C-D7-8E;21;Joven;M;SOLTERO(A);MEDELLIN;ANTIOQUIA;Sin Información;Sin Informacion;1,69;2;31/08/2023;31/08/2024;12;PLAN MOTOS;Mensual;0;1.417.008,00;MOTO 125 - 250 CC ;YAMAHA;OTRAS;2.021;NO;7.100.000,00;0;0;BELLO;ANTIOQUIA;Particular;1.072.950,24;0;1.072.950,24;0;0;1.072.950,24;0;0;0;0;0;1D-A0-23-D2
CB-07-68-57;0D-FC-F0-AE;36-45-2A-B7;D0-8D-2E-12;59-1D-94-25;39;Adulto Joven;M;Sin Informacion;MEDELLIN;ANTIOQUIA;Sin Información;Sin Informacion;1,87;2;24/06/2023;24/08/2023;2;PLAN MOTOS;Mensual;0;1.549.857,00;MOTO 125 - 250 CC ;TVS;APACHERTR2004VXCONNECT;2.022;NO;10.000.000,00;0;0;MEDELLIN;ANTIOQUIA;Particular;217.657,99;0;217.657,99;0;0;217.657,99;1;0;0;0;0;1D-A0-23-D2
88-FC-8D-49;78-70-46-90;6F-29-7D-62;54-C2-EC-63;5C-E4-15-F2;34;Adulto Joven;M;Sin Informacion;BOGOTA D.C.;BOGOTA D.C.;OTRAS ACTIVIDADES EMPRESARIALES;Sin Informacion;1,83;1;7/07/2023;7/07/2023;0;PLAN MOTOS;Mensual;0;1.550.374,00;MOTO > 250 CC;BAJAJ;DOMINARD400;2.022;NO;16.700.000,00;0;0;BOGOTA D.C.;BOGOTA D.C.;Particular;0;0;0;0;0;0;0;0;0;0;0;1D-A0-23-D2
86-C0-EB-86;81-33-27-19;75-89-12-13;FF-83-97-8F;BE-6E-5F-2D;26;Joven;F;Sin Informacion;BOGOTA D.C.;BOGOTA D.C.;INTERMEDIACION FINANCIERA INTERMEDIACION FINANCIERA, EXCEPTO LOS SEGUROS Y LOS FONDOS DE PENSIONES Y CESANTIAS;Sin Informacion;0,96;1;23/05/2024;23/05/2026;24;PLAN MOTOS;Mensual;0;942.897,00;MOTO 125 - 250 CC ;AKT;OTRAS;2.025;NO;7.700.000,00;?;0;BOGOTA D.C.;BOGOTA D.C.;Particular;852.546,28;0;852.546,28;0;0;852.546,28;0;0;0;0;0;1D-A0-23-D2
F4-FF-53-95;12-CC-10-BA;01-32-1F-F3;3F-6A-85-CE;2E-BB-ED-F5;55;Adulto;M;Sin Informacion;BOGOTA D.C.;BOGOTA D.C.;Sin Información;Sin Informacion;0,61;1;27/09/2024;27/11/2024;2;PLAN AUTO BASICO;Mensual;0;835.172,00;AUTOMOVILES;MAZDA;OTRAS;2.018;NO;108.700.000,00;0;0;CHIA;CUNDINAMARCA;Particular;117.289,06;0;117.289,06;0;0;117.289,06;0;1;0;0;0;1D-A0-23-D2
8B-88-1A-4A;18-67-4F-AF;C9-77-C1-F8;47-79-F3-A0;BB-62-55-8A;57;Adulto;F;SOLTERO(A);EL CERRITO;VALLE DEL CAUCA;OTRAS ACTIVIDADES EMPRESARIALES;Sin Informacion;0,27;1;30/01/2025;30/01/2025;0;PLAN UTILITARIOS Y PESADOS CLASICO;Anual;0;6.885.172,00;CAMION MEDIANO;CHEVROLET;OTRAS;2.024;NO;205.000.000,00;?;0;BUENAVENTURA;VALLE DEL CAUCA;Publico especial;0,99;0;0,99;0;0;0,99;0;0;0;0;0;1D-A0-23-D2
3D-66-60-30;7A-49-5E-B0;0D-22-A4-B7;F5-DC-F3-74;BC-07-75-10;23;Joven;M;Sin Informacion;BARRANQUILLA;ATLANTICO;INFORMATICA Y ACTIVIDADES CONEXAS;Sin Informacion;0,55;1;21/10/2024;21/10/2025;12;PLAN MOTOS;Mensual;0;1.619.904,00;MOTO 125 - 250 CC ;YAMAHA;OTRAS;2.025;NO;16.100.000,00;?;0;BARRANQUILLA;ATLANTICO;Particular;750.103,11;0;750.103,11;0;0;750.103,11;0;0;0;0;0;1D-A0-23-D2
80-5F-23-34;45-D9-3E-62;E0-06-95-EA;88-7E-31-51;90-BC-0C-5B;34;Adulto Joven;M;Sin Informacion;BOGOTA D.C.;BOGOTA D.C.;EDUCACION;Sin Informacion;1,31;1;17/01/2024;17/01/2026;24;PLAN MOTOS;Anual;400.000,00;639.019,00;MOTO 125 - 250 CC ;YAMAHA;FZN150D6FZS;2.022;NO;9.700.000,00;400.000,00;0;BOGOTA D.C.;BOGOTA D.C.;Particular;770.990,96;0;770.990,96;0;0;770.990,96;1;0;0;0;0;1D-A0-23-D2
1A-87-99-68;2A-F8-6B-CA;F0-F5-2A-EF;52-BA-14-6E;77-29-A0-89;26;Joven;F;Sin Informacion;BOGOTA D.C.;BOGOTA D.C.;"COMERCIO AL POR MAYOR Y EN COMISION O POR CONTRATA, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTOTRES Y MOTOCICLETAS; MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO";Sin Informacion;0,96;1;21/05/2024;21/05/2024;0;PLAN MOTOS;Mensual;0;1.040.281,00;MOTO 125 - 250 CC ;SUZUKI;OTRAS;2.025;NO;10.800.000,00;?;0;BOGOTA D.C.;BOGOTA D.C.;Particular;-3;0;-3;0;0;-3;0;0;0;0;0;1D-A0-23-D2
0D-B0-DB-9A;F6-66-47-5C;12-09-16-D6;66-9F-96-E1;40-50-ED-8F;21;Joven;M;Sin Informacion;BOGOTA D.C.;BOGOTA D.C.;HOTELES Y RESTAURANTES HOTELES, RESTAURANTES, BARES Y SIMILARES;Sin Informacion;0,64;1;17/09/2024;17/09/2024;0;PLAN MOTOS;Mensual;0;709.983,00;MOTO 125 - 250 CC ;TVS;OTRAS;2.025;NO;10.400.000,00;?;0;BOGOTA D.C.;BOGOTA D.C.;Particular;1,01;0;1,01;0;0;1,01;0;0;0;0;0;1D-A0-23-D2
D9-F8-D7-FA;86-44-9E-63;22-8B-EB-A8;47-C7-1C-4A;8E-20-87-A9;22;Joven;M;Sin Informacion;BOGOTA D.C.;BOGOTA D.C.;Sin Información;Sin Informacion;0,22;1;18/02/2025;18/02/2025;0;PLAN AUTO GLOBAL;Mensual;230.000,00;13.780.546,00;CAMPEROS Y PICK-UP;MERCEDESBENZ;G;2.017;NO;180.400.000,00;230.000,00;0;BOGOTA D.C.;BOGOTA D.C.;Particular;-375.398,92;0;-375.398,92;0;0;-375.398,92;0;0;0;0;1;1D-A0-23-D2
7A-83-1B-64;3C-B7-F9-80;6B-A4-0B-CF;C9-D5-0B-4F;D6-81-47-5D;36;Adulto Joven;F;SOLTERO(A);MEDELLIN;ANTIOQUIA;Sin Información;Sin Informacion;1,15;1;14/03/2024;13/08/2024;4,97;PLAN MOTOS;Mensual;0;1.463.919,00;MOTO 125 - 250 CC ;SUZUKI;GIXXERFIABS;2.025;NO;10.800.000,00;?;0;MEDELLIN;ANTIOQUIA;Particular;512.295,08;0;512.295,08;0;0;512.295,08;1;0;0;0;1;1D-A0-23-D2
F4-04-0D-54;33-CF-3F-0F;42-16-69-47;9F-4F-E5-36;77-31-53-92;56;Adulto;F;Sin Informacion;BOGOTA D.C.;BOGOTA D.C.;Sin Información;Sin Informacion;1,97;1;20/05/2023;20/05/2023;0;PLAN MOTOS;Mensual;0;465.277,00;MOTO 0- 125 CC;SUZUKI;OTRAS;2.024;NO;6.900.000,00;0;0;VALLEDUPAR;CESAR;Particular;0,01;0;0,01;0;0;0,01;0;0;0;0;0;1D-A0-23-D2
D7-4A-D2-A4;32-90-D0-4E;47-1E-02-1A;E3-EA-5A-F9;DD-D4-E0-0D;34;Adulto Joven;F;SOLTERO(A);BOGOTA D.C.;BOGOTA D.C.;"COMERCIO AL POR MENOR, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS; REPARACION DE EFECTOS PERSONALES Y ENSERES DOMESTICOS";Sin Informacion;1,77;1;1/08/2023;1/09/2023;1;PLAN MOTOS;Mensual;0;1.358.815,00;MOTO 125 - 250 CC ;HERO;HUNK190FI;2.022;NO;8.800.000,00;0;0;BOGOTA D.C.;BOGOTA D.C.;Particular;96.982,02;0;96.982,02;0;0;96.982,02;0;0;0;0;1;1D-A0-23-D2
CA-FD-6B-37;B0-A0-12-6A;94-0E-2F-6B;AE-1E-73-24;F3-6C-A4-C0;41;Adulto Joven;M;Sin Informacion;POPAYAN;CAUCA;INDUSTRIAS MANUFACTURERAS ELABORACION DE PRODUCTOS ALIMENTICIOS Y DE BEBIDAS;Sin Informacion;0,7;1;24/08/2024;24/08/2025;12;PLAN MOTOS;Mensual;0;1.776.367,00;MOTO 125 - 250 CC ;YAMAHA;OTRAS;2.025;NO;16.100.000,00;?;0;POPAYAN;CAUCA;Particular;1.071.161,42;0;1.071.161,42;0;0;1.071.161,42;0;0;0;0;0;1D-A0-23-D2
51-3B-92-B1;5A-3F-FD-36;E5-EF-CB-D4;85-54-A5-F7;E8-BC-0A-D5;24;Joven;M;Sin Informacion;CALI;VALLE DEL CAUCA;OTRAS ACTIVIDADES EMPRESARIALES;Sin Informacion;0,26;1;3/02/2025;3/02/2026;12;PLAN MOTOS;Mensual;0;1.488.470,00;MOTO 125 - 250 CC ;OTRAS MARCAS;OTRAS;2.025;NO;11.000.000,00;?;0;CALI;VALLE DEL CAUCA;Particular;376.507,06;0;376.507,06;0;0;376.507,06;0;0;0;0;1;1D-A0-23-D2
65-52-F9-19;45-EE-8E-5B;88-CB-AF-BB;A7-31-0D-A2;09-9B-4B-0F;23;Joven;M;Sin Informacion;BOGOTA D.C.;BOGOTA D.C.;"COMERCIO AL POR MENOR, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS; REPARACION DE EFECTOS PERSONALES Y ENSERES DOMESTICOS";Sin Informacion;1,69;1;31/08/2023;11/03/2024;6,35;PLAN BICISURA;Trimestral;0;479.897,00;BICI;OTRAS MARCAS;OTRAS;2.023;NO;2.950.000,00;?;?;BOGOTA D.C.;BOGOTA D.C.;Particular;403.272,10;-2.507.499,00;2.910.771,10;0;0;2.910.771,10;0;0;0;0;0;1D-A0-23-D2
B6-00-DE-5F;C3-E1-F5-7F;5A-2C-A6-7B;58-D1-2D-8F;D2-8B-2C-EF;29;Joven;F;Sin Informacion;BOGOTA D.C.;BOGOTA D.C.;EDUCACION;Sin Informacion;0,44;1;30/11/2024;30/11/2025;12;PLAN MOTOS;Mensual;0;1.096.159,00;MOTO 125 - 250 CC ;SUZUKI;OTRAS;2.025;NO;10.000.000,00;?;0;BOGOTA D.C.;BOGOTA D.C.;Particular;430.551,20;0;430.551,20;0;0;430.551,20;0;0;0;0;0;1D-A0-23-D2
EC-E3-75-27;1D-29-9C-6F;49-E2-98-0C;4D-D6-24-89;73-73-27-A5;22;Joven;M;Sin Informacion;CALI;VALLE DEL CAUCA;INFORMATICA Y ACTIVIDADES CONEXAS;Sin Informacion;0,34;1;3/01/2025;3/01/2026;12;PLAN AUTO BASICO;Mensual;0;1.509.118,00;AUTOMOVILES;KIA;PICANTO;2.017;NO;33.600.000,00;0;0;CALI;VALLE DEL CAUCA;Particular;484.469,02;0;484.469,02;0;0;484.469,02;1;0;1;1;1;1D-A0-23-D2
8E-CD-FC-05;AE-2D-B5-AC;0B-4A-B8-59;DA-9F-D6-B9;05-F7-D1-2E;27;Joven;M;Sin Informacion;MEDELLIN;ANTIOQUIA;Sin Información;Sin Informacion;1,23;1;16/02/2024;17/08/2024;6,03;PLAN MOTOS;Trimestral;0;897.605,00;MOTO 125 - 250 CC ;HONDA;CB;2.020;NO;8.100.000,00;0;0;MEDELLIN;ANTIOQUIA;Particular;376.110,03;0;376.110,03;0;0;376.110,03;0;0;0;0;0;1D-A0-23-D2
C7-E9-2A-E5;B0-4A-E2-6A;BA-E0-86-3D;3C-45-78-AD;DA-87-3C-2D;39;Adulto Joven;M;SOLTERO(A);PEREIRA;RISARALDA;ACTIVIDADES AUXILIARES DE LA INTERMEDIACION FINANCIERA;Sin Informacion;1,63;2;24/01/2025;24/01/2026;12;PLAN MOTOS;Mensual;0;4.593.069,00;MOTO > 250 CC;YAMAHA;OTRAS;2.025;NO;53.500.000,00;?;0;PEREIRA;RISARALDA;Particular;1.161.225,04;0;1.161.225,04;0;0;1.161.225,04;0;0;0;0;0;1D-A0-23-D2
19-D3-5A-DC;4D-AA-2E-40;4B-84-D2-B1;AE-C3-9C-45;11-A1-7A-92;30;Joven;M;Sin Informacion;MEDELLIN;ANTIOQUIA;OTRAS ACTIVIDADES EMPRESARIALES;Sin Informacion;0,58;1;9/10/2024;9/10/2025;12;PLAN MOTOS;Trimestral;0;1.455.456,00;MOTO 125 - 250 CC ;YAMAHA;OTRAS;2.024;NO;11.600.000,00;?;0;MEDELLIN;ANTIOQUIA;Particular;893.833,01;0;893.833,01;0;0;893.833,01;0;0;0;0;0;1D-A0-23-D2
99-E6-0D-96;56-66-72-16;E9-85-3F-01;91-0E-D7-15;DF-8A-18-62;30;Joven;M;Sin Informacion;CALI;VALLE DEL CAUCA;HOTELES Y RESTAURANTES HOTELES, RESTAURANTES, BARES Y SIMILARES;Sin Informacion;1,1;1;2/04/2024;2/06/2024;2;PLAN MOTOS;Mensual;0;1.011.418,00;MOTO 125 - 250 CC ;SUZUKI;OTRAS;2.025;NO;10.600.000,00;0;0;MONTERIA;CORDOBA;Particular;142.042,04;0;142.042,04;0;0;142.042,04;0;0;0;0;0;1D-A0-23-D2
5F-5F-98-3F;EC-92-88-B8;AB-56-E3-23;E0-20-72-2C;E1-6B-6A-19;27;Joven;M;SOLTERO(A);MEDELLIN;ANTIOQUIA;INFORMATICA Y ACTIVIDADES CONEXAS;1'200.001 - 3'000.000;1,35;1;2/01/2024;2/01/2026;24;PLAN AUTO BASICO;Mensual;0;1.733.953,00;AUTOMOVILES;RENAULT;LOGAN;2.008;NO;17.400.000,00;?;0;MEDELLIN;ANTIOQUIA;Particular;1.709.148,14;0;1.709.148,14;0;0;1.709.148,14;1;0;0;0;1;1D-A0-23-D2
7B-B3-C0-01;A5-94-2D-1A;A0-1E-B9-40;ED-2A-06-3F;DC-44-02-C4;74;Mayor;F;Sin Informacion;VILLAVICENCIO;META;Sin Información;Sin Informacion;1,61;2;29/09/2023;29/09/2023;0;PLAN AUTO CLASICO;Anual;0;2.539.947,00;CAMPEROS Y PICK-UP;VOLKSWAGEN;OTRAS;2.022;NO;89.000.000,00;0;0;VILLAVICENCIO;META;Particular;0;0;0;0;0;0;0;0;0;0;0;1D-A0-23-D2
6F-51-1D-AA;12-29-83-C3;32-A5-A8-14;CD-AC-53-57;DE-76-BF-6B;55;Adulto;M;Sin Informacion;MEDELLIN;ANTIOQUIA;Sin Información;Sin Informacion;1,17;1;7/03/2024;6/08/2024;4,97;PLAN AUTO CLASICO;Mensual;1.030.000,00;1.429.175,00;AUTOMOVILES;CHEVROLET;SAIL;2.017;NO;35.600.000,00;1.030.000,00;0;MEDELLIN;ANTIOQUIA;Particular;500.137,00;0;500.137,00;1;82.553,00;417.584,00;0;0;0;0;1;1D-A0-23-D2
29-4D-0B-92;2B-66-BD-FA;0A-7A-E7-92;F3-8E-3E-62;B9-CB-1A-1D;34;Adulto Joven;F;SOLTERO(A);MEDELLIN;ANTIOQUIA;EDUCACION;Sin Informacion;0,64;1;16/09/2024;7/03/2025;5,71;PLAN BICISURA;Mensual;0;606.781,00;BICI;OTRAS MARCAS;OTRAS;2.024;NO;2.699.990,00;?;0;MEDELLIN;ANTIOQUIA;Particular;246.122,22;0;246.122,22;0;0;246.122,22;0;0;0;0;0;1D-A0-23-D2
CE-02-6A-88;B2-79-77-77;04-70-C4-41;02-6A-9D-2A;27-C3-96-CB;26;Joven;M;Sin Informacion;BOYACA;BOYACA;Sin Información;Sin Informacion;0,9;1;14/06/2024;14/06/2025;12;PLAN MOTOS;Mensual;0;780.190,00;MOTO 125 - 250 CC ;SUZUKI;GIXXERFI;2.022;NO;8.900.000,00;0;0;VILLAVICENCIO;META;Particular;579.942,17;0;579.942,17;0;0;579.942,17;0;0;0;0;0;1D-A0-23-D2
EA-DC-EA-F8;7E-F9-3B-98;A7-1A-24-1D;7B-08-39-08;EB-E3-DB-32;51;Adulto;M;Sin Informacion;CAUCASIA;ANTIOQUIA;OTRAS ACTIVIDADES DE SERVICIOS;Sin Informacion;1,52;1;1/11/2023;2/12/2023;1,03;PLAN UTILITARIOS Y PESADOS CLASICO;Mensual;0;1.950.522,00;CAMION MEDIANO;MITSUBISHI;CANTER;1.995;NO;29.900.000,00;?;0;CAUCASIA;ANTIOQUIA;Publico especial;139.211,04;0;139.211,04;0;0;139.211,04;0;0;0;0;0;1D-A0-23-D2
18-98-9B-46;4C-61-46-F3;38-77-CA-60;80-1E-C7-B2;59-99-7F-2C;45;Adulto Joven;F;SOLTERO(A);MEDELLIN;ANTIOQUIA;"COMERCIO AL POR MENOR, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS; REPARACION DE EFECTOS PERSONALES Y ENSERES DOMESTICOS";1'200.001 - 3'000.000;0,62;1;23/09/2024;23/09/2025;12;PLAN MOTOS;Mensual;0;642.681,00;MOTO 125 - 250 CC ;VICTORY;OTRAS;2.022;NO;9.600.000,00;?;0;MEDELLIN;ANTIOQUIA;Particular;342.033,12;0;342.033,12;0;0;342.033,12;0;0;1;0;1;1D-A0-23-D2
45-A7-57-B1;A4-E8-AB-A5;99-6E-ED-CD;FF-1D-5A-23;08-42-90-63;24;Joven;F;Sin Informacion;CALI;VALLE DEL CAUCA;ACTIVIDADES AUXILIARES DE LA INTERMEDIACION FINANCIERA;Sin Informacion;1,67;1;5/09/2023;5/09/2025;24;PLAN MOTOS;Mensual;0;637.095,00;MOTO 0- 125 CC;HONDA;OTRAS;2.019;NO;5.000.000,00;0;0;CALI;VALLE DEL CAUCA;Particular;1.077.454,66;0;1.077.454,66;0;0;1.077.454,66;0;0;0;0;0;1D-A0-23-D2
67-C2-89-52;71-59-5E-31;BC-1F-03-BC;B1-5B-71-31;91-89-77-37;27;Joven;M;Sin Informacion;MEDELLIN;ANTIOQUIA;SERVICIOS SOCIALES Y DE SALUD;Sin Informacion;0,36;1;28/12/2024;28/12/2025;12;PLAN MOTOS;Semestral;0;3.169.007,00;MOTO 125 - 250 CC ;KTM;OTRAS;2.025;NO;16.700.000,00;?;0;MEDELLIN;ANTIOQUIA;Particular;834.571,96;0;834.571,96;0;0;834.571,96;0;0;0;0;0;1D-A0-23-D2
24-02-DE-B0;EA-AC-9F-A8;9B-69-E0-B5;94-F8-E8-AB;83-75-3A-4B;30;Joven;F;Sin Informacion;CALI;VALLE DEL CAUCA;INDUSTRIAS MANUFACTURERAS ELABORACION DE PRODUCTOS ALIMENTICIOS Y DE BEBIDAS;1'200.001 - 3'000.000;1,7;1;26/08/2023;26/08/2023;0;PLAN MOTOS;Mensual;0;1.310.539,00;MOTO 0- 125 CC;YAMAHA;CRYPTON;2.024;NO;8.400.000,00;?;?;CALI;VALLE DEL CAUCA;Particular;0;0;0;0;0;0;0;0;0;0;1;1D-A0-23-D2
96-DF-9C-77;2A-03-24-AB;51-1A-7D-6E;59-58-F3-EB;E8-37-0C-46;46;Adulto Joven;F;Sin Informacion;PASQUILLA;BOGOTA D.C.;Sin Información;Sin Informacion;1,72;3;22/04/2024;22/04/2026;24;PLAN AUTO CLASICO;Trimestral;411.295,00;2.499.024,00;AUTOMOVILES;VOLKSWAGEN;GOL;2.018;NO;41.800.000,00;430.000,00;0;BOGOTA D.C.;BOGOTA D.C.;Particular;2.792.708,25;0;2.792.708,25;5;303.488,00;2.489.220,25;0;0;0;0;1;1D-A0-23-D2
33-86-01-3C;1F-87-4A-F0;AE-5E-2F-22;4F-78-72-9F;3D-BD-1D-78;38;Adulto Joven;M;Sin Informacion;MEDELLIN;ANTIOQUIA;Sin Información;Sin Informacion;0,52;1;30/10/2024;30/10/2025;12;PLAN AUTO CLASICO;Anual;800.000,00;3.483.611,00;AUTOMOVILES;HYUNDAI;I;2.011;NO;22.400.000,00;0;0;MEDELLIN;ANTIOQUIA;Particular;1.606.287,97;0;1.606.287,97;0;0;1.606.287,97;0;0;0;0;1;1D-A0-23-D2
05-DA-BA-CE;4B-C5-59-26;71-FC-5F-A0;A6-4B-94-CA;D5-BA-58-0A;49;Adulto Joven;M;SOLTERO(A);BOGOTA D.C.;BOGOTA D.C.;Sin Información;Sin Informacion;1,58;2;9/10/2023;9/11/2023;1;PLAN MOTOS;Mensual;0;712.291,00;MOTO 125 - 250 CC ;TVS;TVSAPACHERTR180;2.019;NO;6.500.000,00;0;0;BOGOTA D.C.;BOGOTA D.C.;Particular;50.838,03;0;50.838,03;0;0;50.838,03;0;0;0;0;1;1D-A0-23-D2
17-F5-00-CB;CB-0C-C4-66;CE-20-93-F5;94-B4-88-60;13-45-FD-CD;43;Adulto Joven;M;SOLTERO(A);BUGALAGRANDE;VALLE DEL CAUCA;Sin Información;3'000.001 - 5'000.000;1,54;1;24/10/2023;24/10/2025;24;PLAN AUTO CLASICO;Mensual;192.004,00;1.822.455,00;CAMPEROS Y PICK-UP;CHEVROLET;OTRAS;2.019;NO;74.300.000,00;0;0;BOGOTA D.C.;BOGOTA D.C.;Particular;2.669.905,51;0;2.669.905,51;2;481.625,00;2.188.280,51;0;0;0;0;1;1D-A0-23-D2
D7-68-0A-EA;F0-34-B9-95;A1-87-44-06;24-F1-46-1D;37-63-EF-0B;28;Joven;M;Sin Informacion;PASTO;NARIÑO;Sin Información;Sin Informacion;1,14;1;16/03/2024;15/04/2024;0,97;PLAN MOTOS;Mensual;0;839.494,00;MOTO 125 - 250 CC ;HONDA;OTRAS;2.025;NO;11.000.000,00;?;0;PASTO;NARIÑO;Particular;57.982,98;0;57.982,98;0;0;57.982,98;0;0;0;0;0;1D-A0-23-D2
51-7C-A4-02;9B-31-7D-47;EA-7E-26-B5;C4-63-B3-61;38-0A-34-CA;36;Adulto Joven;M;Sin Informacion;CALI;VALLE DEL CAUCA;Sin Información;Sin Informacion;1,45;1;27/11/2023;27/11/2025;24;PLAN MOTOS;Mensual;0;520.073,00;MOTO 0- 125 CC;SUZUKI;OTRAS;2.021;NO;4.300.000,00;0;0;YUMBO;VALLE DEL CAUCA;Particular;702.868,54;0;702.868,54;0;0;702.868,54;1;0;0;0;1;1D-A0-23-D2
9E-16-16-99;FF-35-D3-7B;E4-01-4F-AF;43-03-09-AF;A7-C8-AA-77;62;Adulto;M;Sin Informacion;BOGOTA D.C.;BOGOTA D.C.;EDUCACION;Sin Informacion;1,43;1;1/12/2023;1/12/2025;24;PLAN MOTOS;Mensual;2.085.826,00;1.510.554,00;MOTO > 250 CC;SUZUKI;OTRAS;2.014;NO;21.400.000,00;2.690.000,00;0;BOGOTA D.C.;BOGOTA D.C.;Particular;1.733.851,38;0;1.733.851,38;0;0;1.733.851,38;0;0;0;0;0;1D-A0-23-D2
EC-C9-32-31;39-CB-E0-98;E1-BB-70-B0;63-D1-39-C5;64-04-8E-4A;58;Adulto;F;Sin Informacion;BUCARAMANGA;SANTANDER;Sin Información;1'200.001 - 3'000.000;1,72;1;20/08/2023;20/08/2024;12;PLAN AUTO BASICO;Anual;0;826.476,00;AUTOMOVILES;RENAULT;STEPWAY;2.020;NO;55.000.000,00;630.000,00;0;PIEDECUESTA;SANTANDER;Particular;532.416,01;0;532.416,01;0;0;532.416,01;0;0;0;0;0;1D-A0-23-D2
3E-21-39-FE;D4-AF-48-32;CE-4B-68-1A;20-B4-D8-AD;6B-46-5C-04;48;Adulto Joven;F;CASADO(A);ARAGON;ANTIOQUIA;"TRANSPORTE, ALMACENAMIENTO Y COMUNICACIONES TRANSPORTE POR VIA TERRESTRE; TRANSPORTE POR TUBERIAS";Sin Informacion;2,52;2;18/12/2024;18/12/2025;12;PLAN AUTO BASICO;Mensual;0;1.495.603,00;AUTOMOVILES;CHEVROLET;CORSA;2.004;NO;14.900.000,00;0;0;SANTA ROSA DE OSOS;ANTIOQUIA;Particular;479.279,04;0;479.279,04;1;602.845,00;-123.565,96;0;0;0;0;0;1D-A0-23-D2
06-76-D0-7C;6F-2A-07-8B;CF-DE-A1-7C;7C-A2-DE-AD;D3-7F-98-E5;40;Adulto Joven;M;Sin Informacion;CAQUEZA;CUNDINAMARCA;INDUSTRIAS MANUFACTURERAS ELABORACION DE PRODUCTOS ALIMENTICIOS Y DE BEBIDAS;Sin Informacion;0,69;1;31/08/2024;30/11/2024;3;PLAN AUTO GLOBAL;Mensual;800.000,00;3.654.226,00;AUTOMOVILES;CHEVROLET;ONIX;2.021;NO;52.400.000,00;800.000,00;0;BOGOTA D.C.;BOGOTA D.C.;Particular;765.591,11;0;765.591,11;0;0;765.591,11;0;0;0;0;0;1D-A0-23-D2
